Estimator,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Depth 11,Depth 12
242,"('b_simple.slr_brick', 7.426040410995483)","('a_tee.slr_brick', 0.09412937611341476)","('b0_dais.slr_brick', 741.4300231933594)","('rho.slr_gsic_obs', 0.9560573697090149)","('P0_dais.slr_brick', 0.30169230699539185)","('V0_simple.slr_brick', 7.452885150909424)","('a_anto.slr_brick', 0.6641397476196289)","('S.temperature', 3.9019076824188232)",,,,,
243,"('mu_dais.slr_brick', 11.534787654876709)","('a_anto.slr_brick', 0.5992319881916046)","('alpha_simple.slr_brick', 0.0003026853082701564)","('diff.temperature', 1.727003037929535)","('rho.slr_gsic_obs', 0.8723961114883423)","('b_anto.slr_brick', 0.715786337852478)",,,,,,,
244,"('alpha.temperature', 0.9844066500663757)","('b_anto.slr_brick', 0.04955039732158184)","('slope_dais.slr_brick', 0.0006256523774936795)","('b_simple.slr_brick', 7.686359882354736)","('rho.Tgav_obs', 0.4594417065382004)","('alpha_simple.slr_brick', 0.0003848921915050596)","('rho.slr_gsic_obs', 0.6728628575801849)","('Tcrit_dais.slr_brick', -15.03519058227539)","('a_tee.slr_brick', 0.10876187309622765)","('gamma_dais.slr_brick', 2.567927598953247)",,,
245,"('slope_dais.slr_brick', 0.0006263335235416889)","('S.temperature', 3.499530792236328)","('beta0_gsic.slr_brick', 0.0010929363197647035)","('h0_dais.slr_brick', 924.1153259277344)","('rho.slr_gsic_obs', 0.991094559431076)","('P0_dais.slr_brick', 0.7063693106174469)",,,,,,,
246,"('diff.temperature', 2.682761311531067)","('alpha.temperature', 0.9795431196689606)","('a_anto.slr_brick', 0.4153135418891907)","('alpha_dais.slr_brick', 0.01638361904770136)","('rho.slr_gsic_obs', 0.9922607243061066)","('beta0_gsic.slr_brick', 0.0007854065042920411)","('h0_dais.slr_brick', 1059.1629028320312)","('kappa_dais.slr_brick', 0.05187213234603405)",,,,,
247,"('alpha.temperature', 0.9844484627246857)","('alpha_simple.slr_brick', 0.00011762609574361704)",,,,,,,,,,,
248,"('beta0_gsic.slr_brick', 0.0009366005542688072)","('diff.temperature', 1.807911217212677)","('alpha.temperature', 1.1653926372528076)","('alpha_simple.slr_brick', 0.0008763565274421126)","('Tcrit_dais.slr_brick', -15.280444145202637)","('gamma_dais.slr_brick', 2.370320677757263)","('b_simple.slr_brick', 8.16566801071167)","('beta_simple.slr_brick', 6.890023723826744e-05)",,,,,
249,"('alpha.temperature', 0.984367161989212)","('a_tee.slr_brick', 0.10040879622101784)","('slope_dais.slr_brick', 0.0006094226846471429)",,,,,,,,,,
250,"('a_tee.slr_brick', 0.08884160220623016)","('rho.Tgav_obs', 0.4338451474905014)",,,,,,,,,,,
251,"('slope_dais.slr_brick', 0.0005624887417070568)","('rho.slr_gis_obs', 0.9948762953281403)","('a_tee.slr_brick', 0.09312808513641357)","('S.temperature', 3.2569974660873413)","('mu_dais.slr_brick', 11.645548820495605)","('beta0_gsic.slr_brick', 0.0009364271245431155)","('rho.slr_gsic_obs', 0.970645546913147)","('a_tee.slr_brick', 0.12957120686769485)","('c_dais.slr_brick', 50.70379829406738)",,,,
252,"('beta0_gsic.slr_brick', 0.0008540373237337917)","('S.temperature', 3.281310200691223)","('alpha.temperature', 1.1653926372528076)","('nu_dais.slr_brick', 0.012033869046717882)","('beta0_gsic.slr_brick', 0.0006056194833945483)","('a_tee.slr_brick', 0.127508707344532)","('nu_dais.slr_brick', 0.005780167644843459)","('a_simple.slr_brick', -2.8699504137039185)","('nu_dais.slr_brick', 0.007993916049599648)",,,,
253,"('slope_dais.slr_brick', 0.0005637206195387989)","('nu_dais.slr_brick', 0.009573777206242085)","('a_anto.slr_brick', 0.4842880815267563)","('V0_simple.slr_brick', 7.1872782707214355)","('beta0_gsic.slr_brick', 0.001041971321683377)","('c_dais.slr_brick', 130.38201904296875)","('alpha.temperature', 1.008967936038971)","('P0_dais.slr_brick', 0.8419153690338135)","('slope_dais.slr_brick', 0.0006570226396434009)","('b0_dais.slr_brick', 785.7839965820312)","('alpha_simple.slr_brick', 0.0002937867393484339)",,
254,"('beta0_gsic.slr_brick', 0.0009310742025263608)","('slope_dais.slr_brick', 0.0006293243786785752)","('a_tee.slr_brick', 0.09644381701946259)","('sigma.slr_gis_obs', 0.0002890367904910818)","('Tcrit_dais.slr_brick', -14.587200164794922)","('S.temperature', 3.2931363582611084)","('h0_dais.slr_brick', 1041.0965576171875)","('alpha_simple.slr_brick', 0.0007784611952956766)","('c_dais.slr_brick', 65.33743667602539)",,,,
255,"('b0_dais.slr_brick', 741.6466369628906)","('beta0_gsic.slr_brick', 0.0009071009117178619)","('diff.temperature', 1.7701762318611145)","('S.temperature', 3.263820171356201)","('alpha_simple.slr_brick', 0.0007737447740510106)","('beta0_gsic.slr_brick', 0.00046023041068110615)","('rho.Tgav_obs', 0.4990117847919464)",,,,,,
256,"('S.temperature', 3.2564836740493774)","('alpha.temperature', 1.1599280834197998)","('rho.slr_gis_obs', 0.9669247269630432)","('slope_dais.slr_brick', 0.0006309603631962091)","('Gs0_gsic.slr_brick', 0.0030066714389249682)","('sigma.slr_gis_obs', 0.00016336051339749247)","('a_anto.slr_brick', 0.6684103310108185)","('alpha_simple.slr_brick', 0.00025333728990517557)","('c_dais.slr_brick', 140.08058166503906)","('a_tee.slr_brick', 0.13079693168401718)","('rho.slr_gsic_obs', 0.7049224972724915)","('alpha.temperature', 0.9419663846492767)",
257,"('diff.temperature', 1.7701762318611145)","('alpha.temperature', 0.9800095558166504)","('a_simple.slr_brick', -0.8820203542709351)","('b_anto.slr_brick', 0.9891153573989868)","('rho.Tgav_obs', 0.5141033232212067)","('a_tee.slr_brick', 0.11497906222939491)","('V0_gsic.slr_brick', 0.4301719665527344)",,,,,,
258,"('beta0_gsic.slr_brick', 0.0008890208264347166)","('alpha.temperature', 0.7355318963527679)","('alpha.temperature', 1.0125586986541748)","('a_anto.slr_brick', 0.5472414195537567)","('V0_simple.slr_brick', 7.217184782028198)",,,,,,,,
259,"('diff.temperature', 1.8210031390190125)","('a_tee.slr_brick', 0.0831860676407814)","('diff.temperature', 3.464902400970459)","('V0_gsic.slr_brick', 0.30238524079322815)","('offset.Tgav_obs', -0.02967265248298645)","('mu_dais.slr_brick', 10.897936344146729)","('rho.slr_gsic_obs', 0.9933839440345764)","('beta_simple.slr_brick', 6.270000449148938e-05)","('Tcrit_dais.slr_brick', -16.07268238067627)","('b_simple.slr_brick', 7.737924814224243)","('P0_dais.slr_brick', 0.1936371549963951)","('mu_dais.slr_brick', 10.270179271697998)","('kappa_dais.slr_brick', 0.05013134330511093)"
260,"('alpha.temperature', 0.8196171224117279)","('a_simple.slr_brick', -0.990235835313797)","('n_gsic.slr_brick', 0.9497819542884827)","('beta_simple.slr_brick', 0.00010418277452117763)","('alpha_simple.slr_brick', 0.000619702012045309)",,,,,,,,
261,"('b_simple.slr_brick', 7.574808597564697)","('beta0_gsic.slr_brick', 0.0011822133092209697)","('a_anto.slr_brick', 0.6080041825771332)","('diff.temperature', 1.3133459687232971)","('h0_dais.slr_brick', 1772.8782348632812)","('S.temperature', 4.368789911270142)","('P0_dais.slr_brick', 0.26137642562389374)","('slope_dais.slr_brick', 0.0005520679987967014)","('b_simple.slr_brick', 7.880285024642944)",,,,
262,"('alpha.temperature', 0.8114205002784729)","('alpha.temperature', 1.1598374247550964)","('slope_dais.slr_brick', 0.0005627526843454689)","('beta0_gsic.slr_brick', 0.0009366005542688072)","('a_anto.slr_brick', 0.6844179630279541)","('a_tee.slr_brick', 0.08923029527068138)","('n_gsic.slr_brick', 0.8636787533760071)","('b_anto.slr_brick', 0.5117843151092529)","('b_anto.slr_brick', 0.3728680908679962)","('alpha_simple.slr_brick', 0.00023496155336033553)","('beta0_gsic.slr_brick', 0.0009738259832374752)","('b0_dais.slr_brick', 795.2530822753906)","('mu_dais.slr_brick', 12.339499950408936)"
263,"('a_tee.slr_brick', 0.08676811307668686)","('S.temperature', 2.8117083311080933)",,,,,,,,,,,
264,"('diff.temperature', 1.8084754347801208)","('beta0_gsic.slr_brick', 0.0011947803432121873)","('a_tee.slr_brick', 0.0904204249382019)","('kappa_dais.slr_brick', 0.0810299962759018)","('sigma.slr_gsic_obs', 0.0006327660521492362)","('a_tee.slr_brick', 0.1361309140920639)","('alpha.temperature', 0.8454516530036926)","('rho.slr_gsic_obs', 0.9914248883724213)","('b_simple.slr_brick', 7.400717496871948)","('slope_dais.slr_brick', 0.0007070251158438623)","('alpha_dais.slr_brick', 0.13165662437677383)",,
265,"('alpha.temperature', 0.9989731311798096)","('a_tee.slr_brick', 0.08442138135433197)","('b_simple.slr_brick', 7.648188352584839)","('P0_dais.slr_brick', 0.2662964314222336)","('mu_dais.slr_brick', 12.589220523834229)","('a_tee.slr_brick', 0.10910173505544662)",,,,,,,
266,"('a_tee.slr_brick', 0.10041927918791771)","('alpha_simple.slr_brick', 0.00016013754793675616)","('a_anto.slr_brick', 0.5940834879875183)","('slope_dais.slr_brick', 0.0006265143456403166)","('rho.Tgav_obs', 0.5740946233272552)","('h0_dais.slr_brick', 1417.177490234375)","('c_dais.slr_brick', 98.12946701049805)",,,,,,
267,"('beta0_gsic.slr_brick', 0.0007756446429993957)","('b_simple.slr_brick', 7.464797258377075)","('b_anto.slr_brick', 1.2960408329963684)","('S.temperature', 2.8810092210769653)","('f0_dais.slr_brick', 1.2598726749420166)","('a_simple.slr_brick', -3.5029735565185547)","('P0_dais.slr_brick', 0.1782512664794922)","('a_tee.slr_brick', 0.1037655808031559)",,,,,
268,"('slope_dais.slr_brick', 0.0005650088132824749)","('S.temperature', 3.247749447822571)","('mu_dais.slr_brick', 12.605305194854736)","('alpha_simple.slr_brick', 0.000653719122055918)","('h0_dais.slr_brick', 1513.7395629882812)","('f0_dais.slr_brick', 0.891528844833374)","('b_anto.slr_brick', 0.5296295285224915)","('rho.slr_gis_obs', 0.9700012803077698)","('V0_simple.slr_brick', 7.220076560974121)","('nu_dais.slr_brick', 0.009446288459002972)","('b_anto.slr_brick', 1.690026879310608)","('h0_dais.slr_brick', 1975.44580078125)","('rho.slr_gis_obs', 0.8903873860836029)"
269,"('S.temperature', 2.8646751642227173)","('beta0_gsic.slr_brick', 0.0008628555806353688)","('f0_dais.slr_brick', 0.923644632101059)","('slope_dais.slr_brick', 0.0006265143456403166)","('rho.slr_gis_obs', 0.8835662007331848)",,,,,,,,
270,"('alpha.temperature', 0.9801302850246429)","('a_tee.slr_brick', 0.1017681397497654)","('offset.Tgav_obs', 0.00045195331040304154)","('gamma_dais.slr_brick', 4.221189022064209)","('Gs0_gsic.slr_brick', 0.0038557235384359956)","('b0_dais.slr_brick', 755.6322021484375)","('slope_dais.slr_brick', 0.0005753396835643798)","('S.temperature', 7.400928974151611)",,,,,
271,"('S.temperature', 2.730543613433838)","('a_simple.slr_brick', -0.8792909681797028)","('h0_dais.slr_brick', 1874.3182373046875)","('beta0_gsic.slr_brick', 0.0009207625116687268)","('alpha.temperature', 1.1506969928741455)",,,,,,,,
272,"('S.temperature', 3.247749447822571)",,,,,,,,,,,,
273,"('alpha.temperature', 0.9860416352748871)","('beta0_gsic.slr_brick', 0.0008098000835161656)","('a_tee.slr_brick', 0.10653381049633026)","('alpha_simple.slr_brick', 0.0004098700010217726)","('b_simple.slr_brick', 8.248504161834717)","('P0_dais.slr_brick', 0.37845923006534576)",,,,,,,
274,"('S.temperature', 2.730543613433838)","('b_simple.slr_brick', 7.547116041183472)","('a_tee.slr_brick', 0.10062706470489502)","('a_anto.slr_brick', 0.581183671951294)","('a_tee.slr_brick', 0.08676811307668686)",,,,,,,,
275,"('beta0_gsic.slr_brick', 0.0007829216483514756)","('S.temperature', 2.531999349594116)","('S.temperature', 6.197047233581543)","('f0_dais.slr_brick', 1.0137931108474731)","('diff.temperature', 3.9333778619766235)","('h0_dais.slr_brick', 1871.4385986328125)","('diff.temperature', 3.509994387626648)",,,,,,
276,"('diff.temperature', 1.8084754347801208)","('slope_dais.slr_brick', 0.000565498456126079)","('a_anto.slr_brick', 0.6684624552726746)","('S.temperature', 3.9087796211242676)","('rho.Tgav_obs', 0.4998915493488312)","('sigma.slr_gsic_obs', 0.0003520255850162357)","('slope_dais.slr_brick', 0.0006194607994984835)","('c_dais.slr_brick', 133.99149322509766)","('c_dais.slr_brick', 115.88682556152344)","('a_tee.slr_brick', 0.10430939868092537)",,,
277,"('S.temperature', 3.25713312625885)","('rho.Tgav_obs', 0.5607742369174957)","('mu_dais.slr_brick', 13.534342288970947)","('n_gsic.slr_brick', 0.987504243850708)","('V0_gsic.slr_brick', 0.3372311592102051)","('diff.temperature', 2.1867353916168213)","('sigma.slr_gsic_obs', 0.00028394401306286454)","('alpha.temperature', 1.0045148134231567)","('diff.temperature', 3.152954339981079)","('V0_gsic.slr_brick', 0.35318276286125183)",,,
278,"('slope_dais.slr_brick', 0.0005688628589268774)","('Gs0_gsic.slr_brick', 0.0038501418894156814)","('S.temperature', 2.8736000061035156)","('rho.slr_gis_obs', 0.9621014595031738)","('a_simple.slr_brick', -0.9435502886772156)","('b_anto.slr_brick', 0.02498156763613224)","('mu_dais.slr_brick', 7.796339988708496)","('S.temperature', 4.1380774974823)","('rho.Tgav_obs', 0.5668797791004181)","('Gs0_gsic.slr_brick', 0.0009231482981704175)","('rho.Tgav_obs', 0.5019207894802094)","('nu_dais.slr_brick', 0.008964580949395895)","('beta_simple.slr_brick', 5.4946494856267236e-05)"
279,"('beta0_gsic.slr_brick', 0.0008730644185561687)","('P0_dais.slr_brick', 0.3039885610342026)","('a_simple.slr_brick', -3.5817190408706665)","('diff.temperature', 1.9278193712234497)","('b_anto.slr_brick', 1.0795772671699524)","('b_anto.slr_brick', 1.4657483100891113)","('a_tee.slr_brick', 0.13880877941846848)","('diff.temperature', 3.755025625228882)","('alpha.temperature', 1.0058358907699585)",,,,
280,"('a_anto.slr_brick', 0.666126549243927)","('a_tee.slr_brick', 0.09562881290912628)","('alpha.temperature', 0.9859905242919922)","('diff.temperature', 2.380906581878662)",,,,,,,,,
281,"('S.temperature', 2.8723984956741333)","('S.temperature', 3.648450493812561)","('mu_dais.slr_brick', 11.189899921417236)","('beta0_gsic.slr_brick', 0.0007153853657655418)","('a_tee.slr_brick', 0.09313236549496651)","('kappa_dais.slr_brick', 0.08295422792434692)","('b_simple.slr_brick', 7.619680643081665)","('slope_dais.slr_brick', 0.0006944125925656408)","('P0_dais.slr_brick', 0.1884574592113495)","('a_anto.slr_brick', 0.14620959013700485)","('S.temperature', 4.443709135055542)","('slope_dais.slr_brick', 0.0006494965346064419)","('sigma.slr_gsic_obs', 0.00047659341362304986)"
282,"('a_tee.slr_brick', 0.08324756100773811)","('a_anto.slr_brick', 0.41841520369052887)","('slope_dais.slr_brick', 0.0006263335235416889)","('alpha.temperature', 1.006125569343567)","('diff.temperature', 2.1507749557495117)","('sigma.slr_gis_obs', 0.00016624090494588017)","('sigma.Tgav_obs', 0.08603289723396301)","('a_tee.slr_brick', 0.10435410961508751)","('a_tee.slr_brick', 0.09020338580012321)",,,,
283,"('a_anto.slr_brick', 0.5438108742237091)","('b_simple.slr_brick', 7.794838905334473)","('diff.temperature', 1.3133459687232971)","('alpha.temperature', 0.787619560956955)","('a_tee.slr_brick', 0.14618952572345734)","('S.temperature', 4.142512321472168)","('slope_dais.slr_brick', 0.0005604744364973158)","('lambda_dais.slr_brick', 0.0065185201819986105)","('sigma.Tgav_obs', 0.06768213585019112)","('rho.slr_gsic_obs', 0.9927107095718384)","('lambda_dais.slr_brick', 0.013125710655003786)",,
284,"('beta0_gsic.slr_brick', 0.0008818291244097054)","('b_simple.slr_brick', 7.780659198760986)","('S.temperature', 2.9559792280197144)","('b_simple.slr_brick', 7.401567220687866)","('alpha.temperature', 1.1621432900428772)","('alpha_simple.slr_brick', 0.0006126915395725518)",,,,,,,
285,"('S.temperature', 3.2476333379745483)","('slope_dais.slr_brick', 0.0005692518607247621)","('alpha_simple.slr_brick', 0.00021109989756951109)","('alpha_simple.slr_brick', 0.0009890419314615428)","('nu_dais.slr_brick', 0.009340007789433002)",,,,,,,,
286,"('a_anto.slr_brick', 0.49459992349147797)","('beta0_gsic.slr_brick', 0.0008608381904195994)","('alpha.temperature', 0.9844484627246857)","('a_tee.slr_brick', 0.11472337320446968)",,,,,,,,,
287,"('beta0_gsic.slr_brick', 0.0007541364757344127)","('alpha.temperature', 1.0119344592094421)","('a_anto.slr_brick', 0.5935450792312622)","('diff.temperature', 1.5027188062667847)","('rho.Tgav_obs', 0.44426338374614716)","('alpha_dais.slr_brick', 0.15217339992523193)","('P0_dais.slr_brick', 0.2319771721959114)","('alpha_simple.slr_brick', 0.0006645373650826514)","('mu_dais.slr_brick', 11.340949058532715)","('P0_dais.slr_brick', 0.3306972235441208)","('b0_dais.slr_brick', 779.5796813964844)",,
288,"('b_simple.slr_brick', 7.460993528366089)","('a_anto.slr_brick', 0.5682051479816437)","('beta0_gsic.slr_brick', 0.0010208358289673924)","('alpha_dais.slr_brick', 0.14794950932264328)","('V0_simple.slr_brick', 7.320468902587891)","('V0_simple.slr_brick', 7.3235931396484375)","('alpha.temperature', 0.8127845823764801)","('kappa_dais.slr_brick', 0.07296925410628319)",,,,,
289,"('beta0_gsic.slr_brick', 0.0009174255537800491)","('alpha.temperature', 1.1666640639305115)","('diff.temperature', 1.7701762318611145)","('a_tee.slr_brick', 0.1272585466504097)","('alpha.temperature', 0.8116683065891266)","('S.temperature', 3.6723328828811646)","('b_simple.slr_brick', 7.892382383346558)",,,,,,
290,"('b0_dais.slr_brick', 776.1119689941406)","('h0_dais.slr_brick', 1499.5265502929688)","('mu_dais.slr_brick', 12.718740940093994)","('beta0_gsic.slr_brick', 0.0008104683074634522)","('offset.Tgav_obs', -0.061861952766776085)","('f0_dais.slr_brick', 1.6180191040039062)","('S.temperature', 3.2468316555023193)","('a_anto.slr_brick', 0.02523797657340765)","('mu_dais.slr_brick', 8.160483360290527)",,,,
291,"('slope_dais.slr_brick', 0.0005625073390547186)","('S.temperature', 2.873642683029175)","('sigma.Tgav_obs', 0.09427588433027267)","('alpha_simple.slr_brick', 0.0002686204534256831)","('Tcrit_dais.slr_brick', -16.200132369995117)","('beta0_gsic.slr_brick', 0.0008570583595428616)","('S.temperature', 6.241252899169922)","('a_tee.slr_brick', 0.10159498080611229)",,,,,
292,"('beta0_gsic.slr_brick', 0.000854048237670213)","('alpha.temperature', 0.818045049905777)","('alpha.temperature', 1.2564471364021301)","('a_tee.slr_brick', 0.10060927644371986)","('slope_dais.slr_brick', 0.000589509290875867)","('Tcrit_dais.slr_brick', -15.790379047393799)","('S.temperature', 4.318663597106934)",,,,,,
293,"('S.temperature', 3.2386356592178345)","('P0_dais.slr_brick', 0.2905046343803406)","('beta0_gsic.slr_brick', 0.0009003642771858722)","('kappa_dais.slr_brick', 0.06353583559393883)","('a_tee.slr_brick', 0.1221584677696228)",,,,,,,,
294,"('b_simple.slr_brick', 7.460954666137695)","('S.temperature', 2.864465832710266)","('rho.slr_gis_obs', 0.9465231597423553)","('offset.Tgav_obs', 0.03402561508119106)","('alpha.temperature', 1.1567234992980957)","('slope_dais.slr_brick', 0.0005686734803020954)","('a_tee.slr_brick', 0.1440623328089714)","('f0_dais.slr_brick', 0.6904220879077911)","('slope_dais.slr_brick', 0.0006888183124829084)","('beta0_gsic.slr_brick', 0.0009632146102376282)","('a_tee.slr_brick', 0.10051275789737701)",,
295,"('a_anto.slr_brick', 0.5423081517219543)","('alpha.temperature', 0.7965623438358307)","('a_simple.slr_brick', -0.661994993686676)","('diff.temperature', 2.6929746866226196)","('a_tee.slr_brick', 0.09468566253781319)",,,,,,,,
296,"('slope_dais.slr_brick', 0.0006261556991375983)","('a_tee.slr_brick', 0.08682632073760033)","('diff.temperature', 1.6556492447853088)","('rho.slr_gis_obs', 0.9156502187252045)","('a_simple.slr_brick', -1.555359661579132)","('rho.Tgav_obs', 0.5577547252178192)","('a_anto.slr_brick', 0.5023491978645325)","('nu_dais.slr_brick', 0.006432303925976157)","('S.temperature', 3.30122971534729)","('V0_gsic.slr_brick', 0.401357501745224)",,,
